Series	Array	platform	TumorOrNormal	CNsegments	fracbsegments	skewness_seg	kurtosis_seg	skewness_prob	kurtosis_prob	probeMean	segMedian	positive_segment_ratio_mean	positive_segment_ratio_med
GSE23636	GSM579495	GPL6801	Tumor	4737	492	-1.1555	3.1633	-0.4962	3.8741	0.1300	0.1219	0.4777	0.4997
GSE23636	GSM579646	GPL6801	Tumor	1054	1295	-1.7231	9.4024	-0.2138	3.3084	-0.1760	-0.1649	0.5413	0.5001
GSE23636	GSM579452	GPL6801	Tumor	2733	1009	-2.3780	12.5570	-0.4943	3.3587	0.2727	0.2788	0.5262	0.5011
GSE23636	GSM579690	GPL6801	Tumor	2400	1282	-1.7532	7.7972	-0.4686	4.3448	0.1610	0.1803	0.5895	0.5010
GSE23636	GSM579603	GPL6801	Tumor	3966	1427	-1.5424	10.4108	-0.1881	2.5159	0.2165	0.2092	0.4676	0.4997
GSE23636	GSM579703	GPL6801	Tumor	660	1420	-1.7820	5.0635	-0.4280	4.6728	-0.0046	0.0009	0.6021	0.5016
GSE23636	GSM579683	GPL6801	Tumor	1261	1126	-1.5049	6.0338	-0.1092	3.6517	0.0980	0.0829	0.3525	0.5025
GSE23636	GSM579670	GPL6801	Tumor	629	2073	-1.2787	3.7786	-0.1331	4.9180	-0.0510	-0.0732	0.2022	0.4967
GSE23636	GSM579718	GPL6801	Tumor	1110	851	-2.2187	9.1704	-0.4306	3.2773	0.0787	0.0838	0.5382	0.4996
GSE23636	GSM579481	GPL6801	Tumor	7573	558	-1.1307	7.6449	-0.1910	2.2906	0.3505	0.3296	0.4507	0.5001
GSE23636	GSM579414	GPL6801	Tumor	1061	989	-1.3116	4.3432	-0.3863	2.1077	0.2151	0.2059	0.3707	0.4998
GSE23636	GSM579726	GPL6801	Tumor	1831	1229	-2.0617	9.9372	-0.3465	2.9182	0.0333	0.0314	0.4889	0.4990
GSE23636	GSM579663	GPL6801	Tumor	2295	1960	-2.3552	15.5377	-0.2381	2.5313	0.1287	0.1019	0.3890	0.4992
GSE23636	GSM579619	GPL6801	Tumor	1841	857	-2.1667	9.3602	-0.5234	5.0070	0.1248	0.1279	0.5118	0.5002
GSE23636	GSM579743	GPL6801	Tumor	1850	742	-1.6584	6.8518	-0.6558	3.3018	-0.1747	-0.1585	0.5820	0.5006
GSE23636	GSM579784	GPL6801	Tumor	4338	1986	-1.3001	5.0591	-0.3858	2.2498	0.1818	0.1798	0.4956	0.4999
GSE23636	GSM579787	GPL6801	Tumor	1630	750	-2.7230	13.8768	-0.4994	2.7431	0.0796	0.0808	0.5013	0.4993
GSE23636	GSM579789	GPL6801	Tumor	2818	829	-2.0176	8.3905	-0.5200	2.3022	0.1346	0.1327	0.4916	0.4992
GSE23636	GSM579796	GPL6801	Tumor	3671	1417	-0.9237	4.5221	-0.3094	4.6000	0.0603	0.0673	0.5620	0.4978
GSE23636	GSM579805	GPL6801	Tumor	2565	961	-2.0145	9.0423	-0.3966	2.5064	0.1214	0.1056	0.4529	0.5001
GSE23636	GSM579807	GPL6801	Tumor	2501	1404	-1.2858	6.5939	-0.2608	3.5536	0.1086	0.0936	0.4350	0.5002
GSE23636	GSM579809	GPL6801	Tumor	1525	1407	-1.8396	8.8640	-0.4584	2.6428	0.0027	0.0009	0.4874	0.4995
GSE23636	GSM579817	GPL6801	Tumor	2894	865	-1.2967	8.3361	-0.1048	2.1587	0.2203	0.2088	0.4564	0.5000
GSE23636	GSM579818	GPL6801	Tumor	2060	558	-2.7057	16.4303	-0.5760	6.3677	0.1125	0.1137	0.5053	0.5006
GSE23636	GSM579823	GPL6801	Tumor	1068	2039	-1.2571	5.0668	-0.3699	2.8247	0.1698	0.1645	0.4200	0.4942
GSE23636	GSM579824	GPL6801	Tumor	3688	1538	-1.5308	6.9942	-0.4890	1.8920	0.1517	0.1421	0.4746	0.4997
GSE23636	GSM579832	GPL6801	Tumor	5302	1372	-1.3042	5.4215	-0.4007	1.3201	0.1311	0.1223	0.4809	0.5003
GSE23636	GSM579837	GPL6801	Tumor	1365	1836	-0.9646	5.2385	-0.2548	5.4356	0.1988	0.1858	0.3543	0.4999
GSE23636	GSM579844	GPL6801	Tumor	681	1763	-1.5300	5.3870	-0.3783	2.4118	-0.0881	-0.0751	0.5766	0.4985
GSE23636	GSM579846	GPL6801	Tumor	3406	1278	-1.0530	4.0526	-0.1826	1.9262	0.1058	0.1034	0.4879	0.5004
GSE23636	GSM579850	GPL6801	Tumor	1792	2102	-1.7658	10.0193	-0.0935	2.4942	0.1417	0.1195	0.4087	0.5002
GSE23636	GSM579851	GPL6801	Tumor	3852	1958	-1.3910	6.3930	-0.4194	1.4218	0.1220	0.1128	0.4820	0.5000
GSE23636	GSM579852	GPL6801	Tumor	1859	1007	-1.5829	6.7161	-0.4022	2.2614	-0.1276	-0.1336	0.4647	0.4997
GSE23636	GSM579853	GPL6801	Tumor	3250	1789	-2.0121	12.0438	-0.3124	3.6296	0.1681	0.1619	0.4713	0.4999
GSE23636	GSM579854	GPL6801	Tumor	2995	2040	-1.5279	7.7425	-0.3080	2.4386	0.1010	0.0817	0.4447	0.5000
GSE23636	GSM579855	GPL6801	Tumor	2263	789	-2.1339	10.4639	-0.3582	2.6321	0.0996	0.1008	0.5081	0.4991
GSE23636	GSM579857	GPL6801	Tumor	692	1253	-1.0694	3.1778	-0.1933	3.5780	0.1549	0.1315	0.1461	0.5024
GSE23636	GSM579858	GPL6801	Tumor	2312	1900	-0.8060	4.5388	-0.2240	1.5568	0.1208	0.1256	0.5153	0.4995
GSE23636	GSM579859	GPL6801	Tumor	1951	1844	-1.1435	4.2602	-0.2431	1.8540	0.0824	0.0738	0.4805	0.5003
GSE23636	GSM579860	GPL6801	Tumor	3485	1113	-1.9433	8.7972	-0.4783	2.7033	0.1946	0.1835	0.4610	0.5000
GSE23636	GSM579870	GPL6801	Tumor	1926	1854	-1.4140	7.7698	-0.2466	2.2690	0.0953	0.0863	0.4579	0.4994
GSE23636	GSM579873	GPL6801	Tumor	3128	2054	-1.1154	4.5071	-0.4055	2.1129	0.1526	0.1460	0.4816	0.5000
GSE23636	GSM579874	GPL6801	Tumor	2758	1516	-2.2757	10.1193	-1.1577	10.6946	0.1598	0.1581	0.4967	0.4998
GSE23636	GSM579875	GPL6801	Tumor	1818	1421	-1.6599	6.6451	-0.2139	1.7863	0.0234	-0.0018	0.3722	0.4982
GSE23636	GSM579486	GPL6801	Tumor	1864	1802	-2.3655	14.1531	-0.2914	2.1151	0.1601	0.1336	0.3932	0.4997
GSE23636	GSM579422	GPL6801	Tumor	1181	1447	-2.3775	10.9938	-0.3553	1.9156	-0.2533	-0.2588	0.4646	0.5004
GSE23636	GSM579835	GPL6801	Tumor	3546	1954	-1.5197	8.5103	-0.3166	1.1718	0.1484	0.1428	0.4891	0.4996
GSE23636	GSM579808	GPL6801	Tumor	4159	1430	-2.1637	10.8808	-0.6264	3.5290	0.0849	0.0837	0.4953	0.4993
GSE23636	GSM579549	GPL6801	Tumor	1466	856	-1.9035	7.6705	-0.5661	3.3195	0.1379	0.1574	0.5959	0.5003
GSE23636	GSM579776	GPL6801	Tumor	1616	901	-2.1868	8.2839	-0.3682	2.6686	0.2154	0.2007	0.4300	0.4999
GSE23636	GSM579451	GPL6801	Tumor	1280	1641	-1.9767	7.9170	-0.2322	2.9726	0.2001	0.1877	0.2929	0.4984
GSE23636	GSM579536	GPL6801	Tumor	5581	988	-1.6963	6.9593	-0.5705	3.0320	0.1863	0.1917	0.5087	0.5001
GSE23636	GSM579580	GPL6801	Tumor	2962	1348	-1.4419	5.3138	-0.5451	1.9756	-0.1429	-0.1198	0.5532	0.5000
GSE23636	GSM579570	GPL6801	Tumor	3032	1402	-2.0335	12.3756	-0.5029	6.5903	0.2121	0.1937	0.4367	0.5010
GSE23636	GSM579696	GPL6801	Tumor	714	1262	-1.5203	3.7951	-0.5755	8.4577	0.0536	0.0638	0.8110	0.5006
GSE23636	GSM579419	GPL6801	Tumor	1361	864	-2.5060	10.4913	-0.5704	3.4141	0.1800	0.1844	0.5309	0.5001
GSE23636	GSM579717	GPL6801	Tumor	876	727	-2.1453	7.1579	-0.4969	5.8990	0.0451	0.0284	0.3395	0.5008
GSE23636	GSM579838	GPL6801	Tumor	2067	878	-1.0613	6.3168	-0.0752	1.6060	0.1302	0.1364	0.5243	0.4973
GSE23636	GSM579842	GPL6801	Tumor	2083	1571	-2.1173	11.7834	-0.3030	2.0370	0.1939	0.2037	0.5320	0.5013
GSE23636	GSM579760	GPL6801	Tumor	2342	1117	-1.9427	10.5838	-0.4130	2.8654	0.1319	0.1226	0.4551	0.5001
GSE23636	GSM579484	GPL6801	Tumor	3495	1142	-1.2892	7.8271	-0.1206	2.7503	0.1705	0.1430	0.4119	0.4998
GSE23636	GSM579653	GPL6801	Tumor	1182	1790	-2.5107	11.5180	-0.1430	3.0952	-0.0044	-0.0026	0.5169	0.4981
GSE23636	GSM579474	GPL6801	Tumor	5447	1184	-1.6412	9.0742	-0.4198	2.7773	0.2805	0.2897	0.5220	0.5006
GSE23636	GSM579599	GPL6801	Tumor	2414	1917	-2.3745	11.7915	-0.3264	1.7056	0.1911	0.1680	0.4280	0.5012
GSE23636	GSM579669	GPL6801	Tumor	1833	1425	-2.4531	12.3417	-0.4576	3.9013	0.0569	0.0525	0.4853	0.4988
GSE23636	GSM579792	GPL6801	Tumor	1726	1033	-2.2084	11.1833	-0.2097	2.7210	0.1015	0.0817	0.3974	0.5002
GSE23636	GSM579546	GPL6801	Tumor	2072	1705	-1.5901	6.0913	-0.3919	2.0618	0.1102	0.1099	0.4963	0.4996
GSE23636	GSM579478	GPL6801	Tumor	1151	1464	-2.0067	8.2849	-0.3883	3.6651	0.1577	0.1726	0.6170	0.4981
GSE23636	GSM579476	GPL6801	Tumor	3270	1312	-1.7856	9.7383	-0.3872	3.0517	0.1999	0.1929	0.4783	0.5002
GSE23636	GSM579489	GPL6801	Tumor	4193	1337	-2.2088	10.7411	-0.5686	3.0834	0.1479	0.1352	0.4746	0.5004
GSE23636	GSM579578	GPL6801	Tumor	5180	1978	-1.2017	3.6510	-0.5582	1.5869	0.1448	0.1202	0.4463	0.4997
GSE23636	GSM579645	GPL6801	Tumor	1731	2052	-1.8527	9.0037	-0.1949	1.7370	0.1428	0.1141	0.3925	0.5003
GSE23636	GSM579518	GPL6801	Tumor	3809	1492	-1.1638	2.3213	-0.4426	2.2650	0.1310	0.1515	0.5470	0.4996
GSE23636	GSM579543	GPL6801	Tumor	1452	1615	-2.0043	8.2231	-0.3540	2.3771	0.1793	0.1662	0.4321	0.5003
GSE23636	GSM579417	GPL6801	Tumor	1645	1293	-2.2413	10.1319	-0.5586	5.7918	0.1856	0.1966	0.6004	0.4999
GSE23636	GSM579681	GPL6801	Tumor	1038	897	-2.1463	8.2912	-0.2381	4.1833	0.0980	0.0813	0.3263	0.5000
GSE23636	GSM579804	GPL6801	Tumor	5088	636	-0.8193	1.8039	-0.5658	4.4205	0.1191	0.1525	0.5975	0.4998
GSE23636	GSM579548	GPL6801	Tumor	3698	1550	-1.3950	4.1425	-0.5338	2.1347	0.2222	0.2254	0.5140	0.5000
GSE23636	GSM579786	GPL6801	Tumor	2711	1399	-2.0687	10.2513	-0.2783	1.9248	0.1310	0.1129	0.4469	0.5013
GSE23636	GSM579661	GPL6801	Tumor	1878	1738	-1.8806	10.4302	-0.2379	3.0080	0.0763	0.0568	0.4128	0.4997
GSE23636	GSM579701	GPL6801	Tumor	1269	404	-2.0992	7.1087	-0.5252	5.0197	0.0527	0.0660	0.5610	0.5011
GSE23636	GSM579709	GPL6801	Tumor	614	1456	-2.0466	7.2466	-0.2788	3.9776	-0.0006	-0.0230	0.3068	0.5080
GSE23636	GSM579449	GPL6801	Tumor	3120	1405	-1.4775	7.9525	-0.3553	3.9844	0.2487	0.2629	0.5776	0.5000
GSE23636	GSM579593	GPL6801	Tumor	2103	719	-2.0558	9.6154	-0.4742	4.0884	-0.0123	-0.0076	0.5228	0.5008
GSE23636	GSM579759	GPL6801	Tumor	3253	1602	-1.2625	7.3585	-0.2176	1.7299	0.1705	0.1581	0.4474	0.5002
GSE23636	GSM579729	GPL6801	Tumor	1208	1012	-1.8638	8.1187	-0.2924	2.7710	0.0621	0.0412	0.3930	0.5009
GSE23636	GSM579461	GPL6801	Tumor	2755	2039	-2.1592	15.7287	-0.1783	3.5034	0.1291	0.1159	0.4472	0.5003
GSE23636	GSM579584	GPL6801	Tumor	1703	685	-2.9747	14.7521	-0.7796	4.3092	0.0521	0.0472	0.4877	0.5006
GSE23636	GSM579634	GPL6801	Tumor	2542	630	-2.1298	9.7814	-0.5710	3.4991	0.2459	0.2624	0.5865	0.4997
GSE23636	GSM579627	GPL6801	Tumor	986	1808	-1.5252	9.7998	-0.1754	1.7733	0.0333	0.0132	0.3971	0.4992
GSE23636	GSM579660	GPL6801	Tumor	1763	1218	-1.8614	9.3765	-0.3781	3.0080	0.1205	0.1064	0.4486	0.4998
GSE23636	GSM579637	GPL6801	Tumor	7760	1584	-1.1877	3.5972	-0.4909	1.4251	0.2803	0.2677	0.4821	0.5000
GSE23636	GSM579671	GPL6801	Tumor	5272	1648	-1.2044	2.9611	-0.5944	2.5523	0.0066	0.0301	0.5517	0.4999
GSE23636	GSM579487	GPL6801	Tumor	4266	1904	-1.2351	6.1147	-0.2029	0.5551	0.3088	0.2770	0.4321	0.5001
GSE23636	GSM579706	GPL6801	Tumor	2504	894	-2.0746	9.9086	-0.4081	2.6557	0.1772	0.1795	0.5102	0.4989
GSE23636	GSM579813	GPL6801	Tumor	5179	2037	-0.8299	3.3038	-0.2548	3.2835	0.0974	0.0980	0.5026	0.5000
GSE23636	GSM579428	GPL6801	Tumor	1027	691	-2.1525	8.0731	-0.4900	3.2782	0.2070	0.2234	0.6310	0.5036
GSE23636	GSM579664	GPL6801	Tumor	2588	1761	-2.6823	15.5155	-0.5797	4.1088	0.1242	0.1264	0.5155	0.4995
GSE23636	GSM579635	GPL6801	Tumor	3241	2034	-1.2460	3.0502	-0.5314	5.5094	0.0864	0.0779	0.4705	0.5000
GSE23636	GSM579517	GPL6801	Tumor	5931	1344	-1.3701	5.0467	-0.4653	3.8137	0.2045	0.1952	0.4752	0.5006
GSE23636	GSM579579	GPL6801	Tumor	24443	1921	-0.3144	0.8544	-0.2667	1.3581	0.1387	0.1384	0.4991	0.5000
GSE23636	GSM579446	GPL6801	Tumor	1671	875	-2.0147	10.0836	-0.6623	9.4637	0.2183	0.2047	0.3859	0.5007
GSE23636	GSM579421	GPL6801	Tumor	1165	572	-2.9030	12.7372	-0.7049	3.6708	-0.1315	-0.1118	0.5775	0.4999
GSE23636	GSM579507	GPL6801	Tumor	3086	770	-3.2521	19.4666	-0.5731	4.2672	0.2383	0.2331	0.4771	0.5011
GSE23636	GSM579455	GPL6801	Tumor	802	1531	-1.5329	4.2156	-0.5493	4.6867	0.1416	0.1238	0.3055	0.5001
GSE23636	GSM579650	GPL6801	Tumor	532	1704	-1.0116	2.1994	-0.0956	3.3920	0.0557	0.0330	0.0674	0.5120
GSE23636	GSM579453	GPL6801	Tumor	955	1481	-2.2582	7.8674	-0.4719	2.1200	0.2473	0.2317	0.4215	0.5013
GSE23636	GSM579554	GPL6801	Tumor	1468	707	-2.5228	12.7489	-0.3105	3.5325	0.1005	0.0803	0.3814	0.5004
GSE23636	GSM579845	GPL6801	Tumor	1977	1408	-1.6660	7.3649	-0.2964	1.8881	-0.1108	-0.0872	0.5784	0.4999
GSE23636	GSM579441	GPL6801	Tumor	2579	398	-2.6504	14.2754	-0.5237	5.3837	0.1587	0.1615	0.5167	0.5007
GSE23636	GSM579775	GPL6801	Tumor	1703	1463	-2.3127	9.2646	-0.4421	2.0303	0.2436	0.2285	0.4389	0.5011
GSE23636	GSM579459	GPL6801	Tumor	1531	1272	-2.5425	12.4213	-0.3804	3.5111	0.1117	0.1019	0.4637	0.5008
GSE23636	GSM579746	GPL6801	Tumor	2239	1714	-1.2665	6.3261	-0.1590	4.0414	0.0985	0.0781	0.3781	0.5001
GSE23636	GSM579552	GPL6801	Tumor	3043	688	-2.1750	12.3241	-0.3603	2.0637	0.2239	0.1949	0.4295	0.5012
GSE23636	GSM579475	GPL6801	Tumor	8402	2043	-0.9300	4.2430	-0.3624	1.9936	0.4042	0.3819	0.4603	0.5001
GSE23636	GSM579732	GPL6801	Tumor	1023	1637	-1.6820	6.6463	-0.2023	2.0887	0.0387	0.0182	0.3738	0.5015
GSE23636	GSM579689	GPL6801	Tumor	898	1642	-2.0735	7.3576	-0.4073	4.4443	-0.0684	-0.0825	0.3900	0.4992
GSE23636	GSM579728	GPL6801	Tumor	1573	882	-1.6558	6.3362	-0.5767	2.8804	-0.2003	-0.1860	0.5655	0.5026
GSE23636	GSM579541	GPL6801	Tumor	1985	2108	-1.1692	4.2749	-0.2916	1.9788	0.1425	0.1429	0.5048	0.4988
GSE23636	GSM579568	GPL6801	Tumor	2476	1895	-1.5966	6.0107	-0.4515	2.2043	-0.1002	-0.0985	0.5031	0.5001
GSE23636	GSM579797	GPL6801	Tumor	635	434	-1.4680	2.9591	-1.0800	9.7798	0.0341	0.0489	0.7533	0.5002
GSE23636	GSM579440	GPL6801	Tumor	1435	952	-2.4380	8.9220	-0.4780	2.3640	0.2578	0.2444	0.4329	0.5006
GSE23636	GSM579468	GPL6801	Tumor	4379	2024	-1.6405	8.9571	-0.3238	1.6408	0.3194	0.3204	0.5018	0.5000
GSE23636	GSM579623	GPL6801	Tumor	1735	1160	-1.9330	9.9332	-0.2917	3.0667	0.0839	0.0597	0.4156	0.5001
GSE23636	GSM579590	GPL6801	Tumor	4758	1186	-1.7127	11.6097	-0.2289	2.7130	0.2423	0.2380	0.4872	0.4996
GSE23636	GSM579493	GPL6801	Tumor	3730	1137	-1.8852	9.5558	-0.4441	4.3383	0.0866	0.0574	0.4065	0.5000
GSE23636	GSM579841	GPL6801	Tumor	2279	1936	-1.4119	10.1908	-0.0893	0.9302	0.1739	0.1501	0.4282	0.5002
GSE23636	GSM579799	GPL6801	Tumor	1004	1672	-1.6293	7.8569	-0.3480	2.7689	0.0513	0.0565	0.5342	0.5014
GSE23636	GSM579710	GPL6801	Tumor	1164	1943	-2.2397	9.4592	-0.7394	9.9693	0.0677	0.0732	0.5495	0.4998
GSE23636	GSM579467	GPL6801	Tumor	3458	917	-1.4512	7.4355	-0.3734	2.5106	0.3539	0.3533	0.4984	0.5001
GSE23636	GSM579620	GPL6801	Tumor	2126	1624	-2.5758	15.2643	-0.3140	5.1504	0.1569	0.1392	0.4146	0.5001
GSE23636	GSM579574	GPL6801	Tumor	1055	2114	-1.2785	4.3086	-0.3151	2.9836	-0.0291	-0.0571	0.3418	0.5006
GSE23636	GSM579692	GPL6801	Tumor	568	1269	-1.6507	4.8666	-0.4983	6.4180	0.0704	0.0487	0.0769	0.4951
GSE23636	GSM579800	GPL6801	Tumor	1122	1253	-1.5898	5.9322	-0.1810	3.8383	0.0425	0.0234	0.3172	0.4977
GSE23636	GSM579544	GPL6801	Tumor	3022	1659	-1.5224	6.2732	-0.4604	2.0203	0.2071	0.2161	0.5256	0.4990
GSE23636	GSM579781	GPL6801	Tumor	1285	1365	-1.9044	11.5193	-0.6845	5.2415	-0.0905	-0.0773	0.5806	0.4996
GSE23636	GSM579628	GPL6801	Tumor	2537	1830	-1.3884	6.7749	-0.2174	2.6708	0.1737	0.1747	0.5021	0.4998
GSE23636	GSM579519	GPL6801	Tumor	30776	1671	-0.6082	0.1054	-0.7078	2.0238	0.3260	0.3927	0.5796	0.5000
GSE23636	GSM579655	GPL6801	Tumor	1673	1752	-1.5057	5.8939	-0.3608	2.3850	-0.1209	-0.1243	0.4636	0.4999
GSE23636	GSM579769	GPL6801	Tumor	6550	1732	-0.7763	2.5354	-0.3512	3.1369	0.1236	0.1273	0.5192	0.4999
GSE23636	GSM579506	GPL6801	Tumor	1518	1630	-2.6681	13.5441	-0.3099	3.4434	0.1452	0.1258	0.4015	0.5001
GSE23636	GSM579582	GPL6801	Tumor	7964	1604	-1.0760	2.9353	-0.4480	1.4887	0.2193	0.2120	0.4871	0.4999
GSE23636	GSM579501	GPL6801	Tumor	3656	1700	-1.7128	6.4756	-0.6653	2.7130	0.1731	0.1713	0.4957	0.4999
GSE23636	GSM579463	GPL6801	Tumor	2191	2086	-2.1459	11.3292	-0.2343	2.8718	0.0627	0.0477	0.4400	0.4995
GSE23636	GSM579856	GPL6801	Tumor	3455	1747	-1.8089	12.7756	-0.3316	2.7805	0.2398	0.2245	0.4546	0.4991
GSE23636	GSM579862	GPL6801	Tumor	1972	2091	-2.6203	13.9156	-0.2993	2.6913	0.1534	0.1307	0.3491	0.5021
GSE23636	GSM579868	GPL6801	Tumor	3372	1676	-1.7767	10.0460	-0.2823	1.8528	0.1137	0.0976	0.4392	0.5001
GSE23636	GSM579876	GPL6801	Tumor	2271	1459	-1.4848	5.5509	-0.4504	2.3164	-0.0148	0.0000	0.5541	0.4840
GSE23636	GSM579879	GPL6801	Tumor	1371	573	-2.4856	10.7355	-0.7085	6.7546	-0.0851	-0.0702	0.5705	0.5000
GSE23636	GSM579882	GPL6801	Tumor	5123	1189	-1.6724	8.8704	-0.3659	3.1501	0.1260	0.1160	0.4636	0.4996
GSE29996	GSM742295	GPL6801	Tumor	1197	551	-2.3791	10.5599	-1.1001	22.3691	0.0911	0.0675	0.4126	0.5009
GSE29996	GSM742296	GPL6801	Normal	426	1777	-1.0081	2.7179	-0.0975	7.8282	-0.0584	-0.0792	0.1234	0.4929
GSE29996	GSM742297	GPL6801	Tumor	1564	885	-1.3188	2.3372	-0.8688	5.1077	-0.0261	-0.0178	0.5225	0.4997
GSE29996	GSM742298	GPL6801	Normal	1659	1333	-2.3394	12.4844	-1.0510	11.1921	-0.0559	-0.0472	0.5334	0.5001
GSE29996	GSM742299	GPL6801	Tumor	2098	1516	-1.2200	1.2586	-1.2275	5.9105	-0.1211	-0.1050	0.5289	0.5001
GSE29996	GSM742300	GPL6801	Normal	403	752	-1.8386	6.3062	-0.7706	7.1335	-0.0671	-0.0875	0.1113	0.4987
GSE29996	GSM742301	GPL6801	Tumor	520	1964	-2.2761	9.6154	-1.3167	20.6212	0.0336	0.0200	0.3364	0.5042
GSE29996	GSM742302	GPL6801	Normal	237	1998	-1.3112	2.2496	-0.7417	3.7597	-0.0180	-0.0054	0.5852	0.5090
GSE29996	GSM742303	GPL6801	Tumor	567	1676	-1.5206	4.2102	-0.6433	8.8115	0.0258	0.0220	0.4420	0.4996
GSE29996	GSM742304	GPL6801	Normal	746	1359	-1.7835	5.1893	-0.6813	9.6777	-0.1164	-0.1107	0.5332	0.5006
GSE29996	GSM742305	GPL6801	Tumor	595	46	1.5052	4.7080	-0.1572	0.8382	0.1841	0.1712	0.4408	0.5071
GSE29996	GSM742306	GPL6801	Normal	383	2021	-1.9081	4.2904	-1.2164	9.0152	0.1310	0.1147	0.1983	0.5032
GSE29996	GSM742307	GPL6801	Tumor	566	745	-1.3842	4.4137	-0.9900	9.9910	-0.1031	-0.0887	0.5174	0.5001
GSE29996	GSM742308	GPL6801	Normal	682	1068	-1.3815	4.9105	-1.3613	20.6919	-0.0930	-0.0870	0.7113	0.4942
GSE29996	GSM742309	GPL6801	Tumor	841	1425	-1.7727	6.1333	-0.7265	9.3897	-0.0047	0.0000	0.5339	0.5161
GSE29996	GSM742310	GPL6801	Normal	2594	1991	-0.9704	6.3371	-0.2926	1.7937	-0.0160	-0.0084	0.5346	0.4996
GSE29996	GSM742311	GPL6801	Tumor	974	1257	-1.2316	2.5212	-0.8233	7.4461	0.0676	0.0368	0.3380	0.5014
GSE29996	GSM742312	GPL6801	Normal	5676	1495	-0.3599	1.7210	-0.4886	1.2701	0.0094	0.0000	0.4592	0.4947
GSE29996	GSM742313	GPL6801	Tumor	406	1782	-1.4005	2.8885	-1.1524	12.6125	-0.0272	-0.0364	0.3268	0.4989
GSE29996	GSM742314	GPL6801	Normal	428	1715	-1.4308	2.7334	-0.9522	8.4775	-0.0825	-0.0798	0.5777	0.5025
GSE29996	GSM742315	GPL6801	Tumor	638	1322	-1.9003	5.8696	-0.8425	6.0307	-0.0867	-0.0826	0.5572	0.4971
GSE29996	GSM742316	GPL6801	Normal	327	1923	-1.3039	2.6615	-5.3513	118.0484	-0.0104	0.0002	0.7105	0.4959
GSE29996	GSM742317	GPL6801	Tumor	463	1762	-1.2805	4.5494	-0.9247	13.9069	0.0266	-0.0070	0.1819	0.5006
GSE29996	GSM742318	GPL6801	Normal	1823	637	-1.1543	1.8962	-1.1277	6.9868	0.0625	0.0616	0.4852	0.4987
GSE29996	GSM742319	GPL6801	Tumor	403	1918	-1.2438	3.3574	-0.5857	6.8786	0.0614	0.0491	0.1454	0.5108
GSE29996	GSM742320	GPL6801	Normal	573	1949	-1.4402	4.7685	-0.5265	6.6067	-0.1012	-0.0992	0.6020	0.4998
GSE29996	GSM742321	GPL6801	Tumor	582	1971	-1.5339	5.5410	-0.2901	3.7995	0.0672	0.0429	0.2921	0.4941
GSE29996	GSM742322	GPL6801	Normal	446	2146	-1.5761	5.0538	-0.3823	5.8138	-0.0435	-0.0638	0.1432	0.4834
GSE29996	GSM742323	GPL6801	Tumor	784	439	-2.0843	7.2577	-1.6146	20.0586	-0.1435	-0.1347	0.6229	0.4993
GSE29996	GSM742324	GPL6801	Normal	617	736	-1.7186	5.4209	-1.7230	29.0983	-0.0310	-0.0691	0.3963	0.4974
GSE29996	GSM742325	GPL6801	Tumor	351	2062	-1.1353	4.1054	-0.2486	2.5998	-0.0893	-0.1246	0.2096	0.5029
GSE29996	GSM742326	GPL6801	Normal	575	728	-1.5780	5.4958	-0.9373	19.2449	0.0085	-0.0113	0.0595	0.4869
GSE29996	GSM742327	GPL6801	Tumor	744	826	-1.5098	4.5220	-0.8264	14.5596	-0.0402	-0.0526	0.4868	0.5005
GSE29996	GSM742328	GPL6801	Normal	554	818	-1.6254	4.6952	-1.1909	15.2416	-0.0513	-0.0449	0.6662	0.4929
GSE29996	GSM742329	GPL6801	Tumor	427	1833	-0.9153	2.7732	-0.6835	11.0952	-0.0092	-0.0237	0.3809	0.5007
GSE29996	GSM742330	GPL6801	Normal	1149	1649	-0.3966	1.2725	-0.0424	7.4017	0.0556	0.0582	0.6242	0.5010
GSE29996	GSM742331	GPL6801	Tumor	1079	710	-1.1708	4.4694	0.2265	7.3511	0.0098	0.0000	0.4861	0.5035
GSE29996	GSM742332	GPL6801	Normal	745	663	-2.1398	7.4044	-1.3282	24.8909	-0.0554	-0.0479	0.7220	0.4971
GSE29996	GSM742333	GPL6801	Tumor	762	1626	-2.0144	8.7826	-0.8224	13.9479	0.0885	0.0796	0.3843	0.5000
GSE29996	GSM742334	GPL6801	Normal	613	1304	-1.9658	6.9092	-0.8741	31.8790	-0.0270	-0.0202	0.6884	0.5006
GSE29996	GSM742335	GPL6801	Tumor	844	827	-1.6734	5.3903	-0.8220	10.7077	0.0363	0.0294	0.3694	0.5024
GSE29996	GSM742336	GPL6801	Normal	447	1797	-1.9510	11.4539	-0.7254	16.4135	-0.0345	-0.0313	0.6805	0.4970
GSE29996	GSM742337	GPL6801	Tumor	765	1368	-1.3400	5.4937	-0.3662	9.6944	0.0315	0.0012	0.3914	0.4999
GSE29996	GSM742338	GPL6801	Normal	373	1415	-1.2177	2.9276	-1.0907	11.7718	-0.0189	-0.0118	0.7912	0.5111
GSE29996	GSM742339	GPL6801	Tumor	949	1597	-1.8492	8.8273	-1.1327	22.5303	0.0860	0.0872	0.5143	0.4978
GSE29996	GSM742340	GPL6801	Normal	507	1622	-1.5293	6.9798	-1.0614	19.0433	-0.0557	-0.0501	0.7850	0.5008
