Sample	Series	Speak	Breakpoint_Step	Breakpoint_CBS	Spread	Classification_Label	Decision_Value	Good_Poor	Case_Diagnosis
GSM397702	GSE15826	1.2304	120	48	0.5174	2	-2.4425	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397703	GSE15826	1.2064	117	31	0.4284	2	-1.4798	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397704	GSE15826	1.1479	117	22	0.4307	2	-0.9122	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397705	GSE15826	1.1853	100	33	0.3747	2	-0.7608	poor	3: poor quality, indiscernible CNAs with many waves
GSM397706	GSE15826	1.2629	120	45	0.6051	2	-2.0524	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397707	GSE15826	1.1364	120	26	0.3173	1	0.5223	good	5: good quality, control or without many CNAs
GSM397708	GSE15826	1.1258	120	28	0.3489	2	-0.1213	poor	3: poor quality, indiscernible CNAs with many waves
GSM397709	GSE15826	1.1829	120	22	0.4499	2	-1.1556	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397710	GSE15826	1.1855	120	27	0.4319	2	-1.2876	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397711	GSE15826	1.1487	119	24	0.3562	1	0.0865	good	5: good quality, control or without many CNAs
GSM397712	GSE15826	1.2376	120	36	0.339	2	-0.4987	poor	3: poor quality, indiscernible CNAs with many waves
GSM397713	GSE15826	1.1135	120	23	0.3376	1	0.4395	good	5: good quality, control or without many CNAs
GSM397714	GSE15826	1.1243	120	27	0.3349	1	0.1759	good	5: good quality, control or without many CNAs
GSM397715	GSE15826	1.2761	120	47	0.4886	2	-2.4173	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397716	GSE15826	1.2157	120	42	0.4326	2	-2.0274	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397717	GSE15826	1.1869	120	29	0.3619	2	-0.3811	poor	3: poor quality, indiscernible CNAs with many waves
GSM397718	GSE15826	1.2294	120	54	0.4098	2	-2.1574	poor	3: poor quality, indiscernible CNAs with many waves
GSM397719	GSE15826	1.2033	120	37	0.3793	2	-1.1734	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397720	GSE15826	1.1753	115	29	0.4401	2	-1.5074	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397721	GSE15826	1.2037	120	28	0.3679	2	-0.3958	poor	3: poor quality, indiscernible CNAs with many waves
GSM397722	GSE15826	1.0869	120	22	0.3934	2	-0.3819	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397723	GSE15826	1.1577	120	31	0.3906	2	-0.9837	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397724	GSE15826	1.0992	120	22	0.3975	2	-0.4433	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397725	GSE15826	1.0619	120	22	0.3797	2	-0.1705	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397726	GSE15826	1.1212	115	26	0.3857	2	-0.5393	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397727	GSE15826	1.173	112	24	0.3029	1	0.9424	good	5: good quality, control or without many CNAs
GSM397728	GSE15826	1.1162	120	22	0.4281	2	-0.8907	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397729	GSE15826	1.1509	120	22	0.3404	1	0.4849	good	5: good quality, control or without many CNAs
GSM397730	GSE15826	1.2499	114	46	0.5601	2	-2.3205	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397731	GSE15826	1.2489	120	54	0.4595	2	-2.4373	poor	3: poor quality, indiscernible CNAs with many waves
GSM397732	GSE15826	1.1095	119	22	0.4308	2	-0.926	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397733	GSE15826	1.1963	116	39	0.3989	2	-1.5342	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397734	GSE15826	1.1677	119	28	0.3559	2	-0.2114	poor	3: poor quality, indiscernible CNAs with many waves
GSM397735	GSE15826	1.1041	120	22	0.3345	1	0.5573	good	5: good quality, control or without many CNAs
GSM397736	GSE15826	1.1967	115	31	0.4439	2	-1.659	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397737	GSE15826	1.2808	110	59	0.4378	2	-2.3988	poor	3: poor quality, indiscernible CNAs with many waves
GSM397738	GSE15826	1.2236	113	45	0.4236	2	-2.031	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397739	GSE15826	1.2316	120	46	0.3603	2	-1.3643	poor	3: poor quality, indiscernible CNAs with many waves
GSM397740	GSE15826	1.2193	118	37	0.3225	2	-0.3242	poor	3: poor quality, indiscernible CNAs with many waves
GSM397741	GSE15826	1.111	120	22	0.3775	2	-0.1221	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397742	GSE15826	1.1568	117	26	0.3799	2	-0.4428	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397743	GSE15826	1.131	119	25	0.3713	2	-0.244	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397744	GSE15826	1.1935	120	30	0.3672	2	-0.5368	poor	3: poor quality, indiscernible CNAs with many waves
GSM397745	GSE15826	1.2661	120	48	0.4804	2	-2.4176	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397746	GSE15826	1.2682	120	51	0.5511	2	-2.3459	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397747	GSE15826	1.1103	120	22	0.4047	2	-0.5519	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397748	GSE15826	1.2674	120	35	0.3836	2	-1.0863	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397749	GSE15826	1.1705	118	35	0.4141	2	-1.5384	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397750	GSE15826	1.2023	119	36	0.3298	2	-0.3758	poor	3: poor quality, indiscernible CNAs with many waves
GSM397751	GSE15826	1.1602	120	31	0.4686	2	-1.9026	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397752	GSE15826	1.2226	106	38	0.3692	2	-1.0083	poor	3: poor quality, indiscernible CNAs with many waves
GSM397753	GSE15826	1.0633	120	24	0.3765	2	-0.2746	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397754	GSE15826	1.0854	120	24	0.3882	2	-0.4559	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397760	GSE15826	1.2413	120	50	0.4108	2	-2.0645	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397761	GSE15826	1.1678	120	30	0.5171	2	-2.0951	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397762	GSE15826	1.2003	120	35	0.4117	2	-1.5032	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397763	GSE15826	1.1038	119	24	0.3774	2	-0.2738	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397764	GSE15826	1.2236	120	40	0.4395	2	-2.0161	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397765	GSE15826	1.114	119	22	0.5295	2	-1.7401	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397766	GSE15826	1.1504	105	23	0.4092	2	-0.6307	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397767	GSE15826	1.2081	119	31	0.4286	2	-1.4864	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397768	GSE15826	1.0775	120	22	0.6295	2	-1.5992	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397769	GSE15826	1.2498	118	45	0.5123	2	-2.4207	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397770	GSE15826	1.2376	120	40	0.525	2	-2.3454	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397771	GSE15826	1.2557	119	51	0.508	2	-2.4695	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397772	GSE15826	1.2458	120	49	0.5925	2	-2.1306	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397773	GSE15826	1.198	120	30	0.3971	2	-0.9992	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397774	GSE15826	1.0849	119	22	0.4517	2	-1.1898	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397775	GSE15826	1.1434	119	26	0.494	2	-1.82	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397776	GSE15826	1.2086	120	39	0.4235	2	-1.828	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397777	GSE15826	1.2302	120	32	0.4695	2	-1.9379	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397778	GSE15826	1.2814	120	48	0.3441	2	-1.2232	poor	3: poor quality, indiscernible CNAs with many waves
GSM397779	GSE15826	1.0875	118	22	0.4117	2	-0.6553	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397780	GSE15826	1.2251	120	35	0.3104	2	-0.0233	poor	3: poor quality, indiscernible CNAs with many waves
GSM397781	GSE15826	1.2464	120	63	0.4087	2	-2.3002	poor	3: poor quality, indiscernible CNAs with many waves
GSM397782	GSE15826	1.2146	120	34	0.3377	2	-0.3532	poor	3: poor quality, indiscernible CNAs with many waves
GSM397783	GSE15826	1.2761	120	50	0.3195	2	-1.014	poor	3: poor quality, indiscernible CNAs with many waves
GSM397784	GSE15826	1.1415	119	22	0.3225	1	0.755	good	5: good quality, control or without many CNAs
GSM397785	GSE15826	1.4891	115	198	0.4416	2	-1.8998	poor	3: poor quality, indiscernible CNAs with many waves
GSM397786	GSE15826	1.1412	118	28	0.323	1	0.2977	good	5: good quality, control or without many CNAs
GSM397787	GSE15826	1.0812	115	22	0.4981	2	-1.6013	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397788	GSE15826	1.1484	120	30	0.2843	1	0.6471	good	5: good quality, control or without many CNAs
GSM397789	GSE15826	1.2222	120	36	0.3221	2	-0.2601	poor	3: poor quality, indiscernible CNAs with many waves
GSM397790	GSE15826	1.0655	119	22	0.4027	2	-0.5267	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397791	GSE15826	1.2979	116	59	0.773	2	-1.1766	poor	3: poor quality, indiscernible CNAs with many waves
GSM397792	GSE15826	1.2239	120	51	0.3094	2	-0.968	poor	3: poor quality, indiscernible CNAs with many waves
GSM397793	GSE15826	1.2091	119	29	0.3711	2	-0.5144	poor	3: poor quality, indiscernible CNAs with many waves
GSM397794	GSE15826	1.0523	120	22	0.3667	1	0.0348	good	5: good quality, control or without many CNAs
GSM397795	GSE15826	1.1667	120	44	0.3873	2	-1.6378	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397796	GSE15826	1.0396	120	22	0.4718	2	-1.3968	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397797	GSE15826	1.1576	110	36	0.3193	2	-0.1913	poor	3: poor quality, indiscernible CNAs with many waves
GSM397798	GSE15826	1.2222	120	42	0.282	2	-0.1497	poor	3: poor quality, indiscernible CNAs with many waves
GSM397799	GSE15826	1.2389	120	36	0.3664	2	-0.9085	poor	3: poor quality, indiscernible CNAs with many waves
GSM397800	GSE15826	1.1636	120	26	0.3173	1	0.5346	good	5: good quality, control or without many CNAs
GSM397801	GSE15826	1.2104	119	22	0.3609	1	0.1857	good	5: good quality, control or without many CNAs
GSM397802	GSE15826	1.2094	120	26	0.3153	1	0.5841	good	5: good quality, control or without many CNAs
GSM397803	GSE15826	1.2176	120	28	0.2709	1	0.978	good	5: good quality, control or without many CNAs
GSM397804	GSE15826	1.1437	120	30	0.3586	2	-0.4202	poor	3: poor quality, indiscernible CNAs with many waves
GSM397805	GSE15826	1.2963	120	49	0.4519	2	-2.3126	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397806	GSE15826	1.0656	119	22	0.2873	1	1.1656	good	5: good quality, control or without many CNAs
GSM397807	GSE15826	1.189	120	34	0.3689	2	-0.842	poor	3: poor quality, indiscernible CNAs with many waves
GSM397808	GSE15826	1.0763	117	22	0.338	1	0.5103	good	5: good quality, control or without many CNAs
GSM397809	GSE15826	1.1623	120	31	0.3445	2	-0.2646	poor	3: poor quality, indiscernible CNAs with many waves
GSM397810	GSE15826	1.1544	120	25	0.3855	2	-0.4708	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397811	GSE15826	1.1333	120	22	0.4081	2	-0.5983	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397812	GSE15826	1.1504	120	36	0.391	2	-1.2997	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397813	GSE15826	1.0738	120	22	0.3624	1	0.11	good	5: good quality, control or without many CNAs
GSM397814	GSE15826	1.0938	117	22	0.3223	1	0.7501	good	5: good quality, control or without many CNAs
GSM397815	GSE15826	1.1998	120	44	0.3123	2	-0.6494	poor	3: poor quality, indiscernible CNAs with many waves
GSM397816	GSE15826	1.1194	120	23	0.3245	1	0.6386	good	5: good quality, control or without many CNAs
GSM397817	GSE15826	1.2046	120	86	0.3226	2	-1.994	poor	3: poor quality, indiscernible CNAs with many waves
GSM397818	GSE15826	1.1177	120	30	0.3186	1	0.1833	good	5: good quality, control or without many CNAs
GSM397819	GSE15826	1.1613	120	36	0.4327	2	-1.8075	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397820	GSE15826	1.1526	120	26	0.305	1	0.7002	good	5: good quality, control or without many CNAs
GSM397821	GSE15826	1.1411	118	26	0.3873	2	-0.5717	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397822	GSE15826	1.1101	120	22	0.3281	1	0.6549	good	5: good quality, control or without many CNAs
GSM397823	GSE15826	1.0982	120	22	0.375	2	-0.0855	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397824	GSE15826	1.2385	120	44	0.2972	2	-0.4415	poor	3: poor quality, indiscernible CNAs with many waves
GSM397825	GSE15826	1.212	115	42	0.3375	2	-0.8386	poor	3: poor quality, indiscernible CNAs with many waves
GSM397826	GSE15826	1.2676	115	49	0.4205	2	-2.1045	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397827	GSE15826	1.17	119	25	0.3212	1	0.5642	good	5: good quality, control or without many CNAs
GSM397828	GSE15826	1.144	120	34	0.3692	2	-0.8639	poor	3: poor quality, indiscernible CNAs with many waves
GSM397829	GSE15826	1.1529	120	27	0.3197	1	0.4172	good	5: good quality, control or without many CNAs
GSM397830	GSE15826	1.1565	119	38	0.4291	2	-1.8575	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397831	GSE15826	1.1682	116	41	0.3529	2	-1.023	poor	3: poor quality, indiscernible CNAs with many waves
GSM397832	GSE15826	1.3268	119	60	0.3322	2	-1.5212	poor	3: poor quality, indiscernible CNAs with many waves
GSM397833	GSE15826	1.2106	120	42	0.4028	2	-1.7226	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397834	GSE15826	1.1318	118	22	0.3847	2	-0.2235	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397835	GSE15826	1.1267	120	22	0.3443	1	0.4153	good	5: good quality, control or without many CNAs
GSM397836	GSE15826	1.103	116	22	0.6181	2	-1.6569	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397837	GSE15826	1.1247	119	24	0.3741	2	-0.2138	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397838	GSE15826	1.0961	119	23	0.3726	2	-0.1203	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM397839	GSE15826	1.1304	120	22	0.3791	2	-0.1423	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418921	GSE16718	1.0956	120	22	0.3954	2	-0.4113	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418922	GSE16718	1.0699	120	22	0.4214	2	-0.8042	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418923	GSE16718	1.1311	120	22	0.421	2	-0.7886	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418924	GSE16718	1.0779	119	22	0.3879	2	-0.2933	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418925	GSE16718	1.0833	120	22	0.3792	2	-0.1571	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418926	GSE16718	1.1249	120	22	0.3858	2	-0.2518	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418927	GSE16718	1.0893	120	22	0.3853	2	-0.2532	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418928	GSE16718	1.117	120	22	0.3824	2	-0.1994	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418929	GSE16718	1.0954	119	22	0.3695	1	0.0071	good	5: good quality, control or without many CNAs
GSM418930	GSE16718	1.0611	120	22	0.4119	2	-0.6685	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418931	GSE16718	1.0917	120	22	0.3879	2	-0.2939	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418932	GSE16718	1.1498	117	22	0.4339	2	-0.955	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418933	GSE16718	1.1653	120	22	0.3864	2	-0.2496	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418934	GSE16718	1.1445	120	22	0.3843	2	-0.2221	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418935	GSE16718	1.1788	120	22	0.395	2	-0.3828	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418936	GSE16718	1.1316	120	22	0.3932	2	-0.3678	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418937	GSE16718	1.2853	119	22	0.4509	2	-1.1332	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418938	GSE16718	1.1444	120	22	0.4163	2	-0.7177	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418939	GSE16718	1.1232	119	22	0.4532	2	-1.2031	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418940	GSE16718	1.1389	120	22	0.4233	2	-0.8196	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418941	GSE16718	1.0692	120	22	0.3924	2	-0.3701	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418942	GSE16718	1.0958	120	22	0.4119	2	-0.663	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418943	GSE16718	1.0803	120	22	0.4439	2	-1.0996	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418944	GSE16718	1.098	119	22	0.4004	2	-0.485	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418945	GSE16718	1.0886	120	22	0.3802	2	-0.1718	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418946	GSE16718	1.1299	119	22	0.3928	2	-0.3579	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418947	GSE16718	1.1031	120	22	0.3767	2	-0.1115	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418948	GSE16718	1.1074	117	22	0.4072	2	-0.5803	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
GSM418949	GSE16718	1.1043	120	22	0.392	2	-0.3558	poor	4: poor quality, few CNAs, few waves, high probe value dispersion
